order_id,order_date,customer_id,product_id,quantity,unit_price,discount,region,channel
ORD000087,2022-12-06,CUS00185,PRD0011,45,596.37,0.2,West,Online
ORD000088,2024-06-28,CUS00157,PRD0027,47,324.51,0.05,East,Direct
ORD000089,2023-02-02,CUS00095,PRD0015,20,342.59,0.15,Central,Direct
ORD000090,2024-10-26,CUS00136,PRD0030,50,14.54,0.15,West,Retail
ORD000091,2022-04-17,CUS00165,PRD0013,9,1104.41,0.1,West,Wholesale
ORD000092,2022-09-13,CUS00073,PRD0036,46,800.63,0.2,North,Retail
ORD000093,2024-06-14,CUS00024,PRD0018,33,753.27,0.05,South,Direct
ORD000094,2024-03-22,CUS00129,PRD0023,27,1082.93,0,East,Retail
ORD000095,2022-02-27,CUS00082,PRD0025,24,945.08,0.05,North,Wholesale
ORD000096,2025-11-26,CUS00036,PRD0010,19,671.09,0.15,West,Direct
ORD000097,2023-06-09,CUS00056,PRD0040,6,78.32,0,South,Direct
ORD000098,2022-09-07,CUS00013,PRD0008,16,112.46,0.1,South,Direct
ORD000099,2022-08-16,CUS00128,PRD0041,30,34.4,0,Central,Online
ORD000100,2023-08-20,CUS00110,PRD0041,16,28.82,0.05,North,Wholesale
ORD000101,2024-12-08,CUS00093,PRD0016,12,523.14,0,North,Online
ORD000102,,CUS00065,PRD0025,3,885.35,0.15,North,Wholesale
ORD000103,2025-04-06,CUS00189,PRD0005,47,188.1,0,East,Retail
ORD000104,2025-11-03,CUS00119,PRD0003,22,34.37,0.05,West,Retail
ORD000105,2022-03-17,CUS00076,PRD0009,50,389.53,0.15,South,Online
ORD000106,2024-11-21,CUS00102,PRD0013,21,1158.55,0.1,Central,Direct
ORD000107,2023-08-09,CUS00092,PRD0017,42,240.58,0.05,North,Wholesale
ORD000108,2024-03-30,CUS00191,PRD0018,24,574.97,0.15,West,Direct
ORD000109,2024-01-23,CUS00133,PRD0022,32,335.65,0.15,East,Online
ORD000110,2023-01-05,CUS00140,PRD0047,28,92.81,0.2,East,Wholesale
ORD000111,2023-09-20,CUS00115,PRD0007,43,185.9,0.1,Central,Direct
ORD000112,2022-03-28,CUS00187,PRD0011,23,871.3,0.15,East,Direct
ORD000113,2025-10-06,CUS00164,PRD0018,4,857.64,0,West,Wholesale
ORD000114,2022-03-05,CUS00037,PRD0033,44,553.32,0.05,Central,Direct
ORD000115,2024-01-12,CUS00099,PRD0003,16,28.28,0.1,Central,Online
ORD000116,2024-02-01,CUS00114,PRD0039,29,696.38,0.1,North,Retail
ORD000117,2023-05-27,CUS00030,PRD0034,21,207.16,0.1,North,Retail
ORD000118,2023-06-21,CUS00199,PRD0032,36,356.05,0,East,Direct
ORD000119,2023-02-14,CUS00032,PRD0014,19,355.83,0.15,South,Online
ORD000120,2022-06-29,CUS00175,PRD0029,46,85.78,0.15,East,Wholesale
ORD000121,2023-09-07,CUS00041,PRD0046,35,505.28,0.1,South,Wholesale
ORD000122,2023-04-30,CUS00127,PRD0033,13,368.2,0.05,North,Wholesale
ORD000123,2022-09-23,CUS00157,PRD0036,30,644.58,0.2,North,Online
ORD000124,2024-12-12,CUS00106,PRD0020,46,187.98,0.15,West,Online
ORD000125,2024-07-10,CUS00120,PRD0009,42,748.69,0,Central,Wholesale
ORD000126,2025-08-03,CUS00151,PRD0009,50,711.4,0.2,South,Retail
ORD000127,2024-11-27,CUS00040,PRD0028,4,633.49,0,East,Retail
ORD000128,2023-12-10,CUS00133,PRD0011,46,672.98,0.05,East,Online
ORD000129,2022-09-14,CUS00161,PRD0017,36,280.6,0.1,East,Online
ORD000130,2022-11-12,CUS00044,PRD0033,38,501.94,0.2,Central,Wholesale
ORD000131,2022-04-04,CUS00165,PRD0037,2,333.7,0,Central,Wholesale
ORD000132,2025-06-19,CUS00164,PRD0042,37,12.62,0.15,North,Direct
ORD000133,2024-09-16,CUS00063,PRD0041,42,29.42,0.1,West,Wholesale
ORD000134,2024-06-19,CUS00107,PRD0030,4,8.56,0.05,West,Direct
ORD000135,2023-10-16,CUS00188,PRD0014,10,234.18,0.1,East,Direct
ORD000136,2022-08-06,CUS00082,PRD0009,33,665.06,0.2,South,Direct
ORD000137,2022-07-18,CUS00013,PRD0008,16,78.79,0.05,East,Direct
ORD000138,2025-03-29,CUS00185,PRD0040,11,113.16,0.1,East,Retail
ORD000139,2024-10-18,CUS00079,PRD0049,33,287.48,0.15,West,Online
ORD000140,2023-05-09,CUS00056,PRD0006,33,924.43,0.15,Central,Wholesale
ORD000141,2025-09-01,CUS00173,PRD0004,32,322.94,0.2,West,Wholesale
ORD000142,2022-10-02,CUS00068,PRD0035,7,444.65,0.15,East,Direct
ORD000143,2025-02-24,CUS00050,PRD0024,4,627.75,0.2,East,Wholesale
ORD000144,2023-07-27,CUS00160,PRD0005,29,194.26,0.2,Central,Online
ORD000145,2023-11-26,CUS00143,PRD0009,26,749.76,0.1,East,Retail
ORD000146,2022-03-24,CUS00012,PRD0013,26,977.08,0.2,North,Retail
ORD000147,2024-07-24,CUS00039,PRD0046,31,642.39,0.2,Central,Retail
ORD000148,2024-03-15,CUS00158,PRD0021,21,794.21,0.05,East,Wholesale
ORD000149,2025-12-22,CUS00145,PRD0033,35,562.04,0.15,East,Direct
ORD000150,2024-05-03,CUS00150,PRD0002,44,620.42,0,East,Online
ORD000151,2025-03-28,CUS00059,PRD0039,42,904.12,0.2,North,Direct
ORD000152,2024-02-18,CUS00038,PRD0011,47,781.88,0.2,South,Online
ORD000153,,CUS00113,PRD0037,8,647.58,0.05,East,Direct
ORD000154,2024-10-24,CUS00199,PRD0010,14,845.31,0.15,Central,Direct
ORD000155,2024-11-28,CUS00054,PRD0048,46,447.36,0.05,Central,Wholesale
ORD000156,2022-12-21,CUS00118,PRD0043,25,825.64,0.1,Central,Wholesale
ORD000157,2025-06-03,CUS00124,PRD0035,50,609.91,0.1,South,Retail
ORD000158,2023-08-15,CUS00181,PRD0018,15,812.97,0.1,South,Direct
ORD000159,2023-08-13,CUS00032,PRD0021,36,600.81,0.1,Central,Direct
ORD000160,2023-08-18,CUS00011,PRD0026,50,898.95,0.05,East,Online
ORD000161,2024-09-08,CUS00055,PRD0023,42,1079.15,0.1,South,Wholesale
ORD000162,2025-06-14,CUS00190,PRD0036,9,697.98,0,Central,Retail
ORD000163,2025-07-30,CUS00060,PRD0016,34,341.06,0.05,North,Online
ORD000164,2025-10-27,CUS00198,PRD0027,31,315.94,0,South,Online
ORD000165,2025-08-30,CUS00122,PRD0036,11,819.43,0.15,West,Retail
ORD000166,2025-08-15,CUS00016,PRD0049,21,501.17,0.1,North,Retail
ORD000167,2024-05-05,CUS00046,PRD0035,3,793.45,0.05,North,Direct
ORD000168,2022-03-18,CUS00003,PRD0032,-1,274.15,0.1,East,Online
ORD000169,2024-12-09,CUS00127,PRD0022,42,213.7,0.2,South,Direct
ORD000170,2022-11-29,CUS00188,PRD0018,8,612.48,0.1,West,Wholesale
ORD000171,2023-08-28,CUS00146,PRD0046,48,567.29,0.1,South,Retail
ORD000172,2024-11-21,CUS00084,PRD0040,26,150.11,0.15,North,Direct
ORD000173,2023-10-25,CUS00064,PRD0043,9,600.01,0.15,North,Wholesale
ORD000174,2023-11-07,CUS00078,PRD0025,49,571.01,0.1,Central,Online
ORD000175,2022-05-08,CUS00171,PRD0017,45,-99.99,0.05,North,Direct
ORD000176,2025-12-11,CUS00198,PRD0020,44,154.05,0.2,East,Online
ORD000177,2025-06-12,CUS00057,PRD0041,19,36.84,0.1,South,Retail
ORD000178,2024-02-05,CUS00107,PRD0031,48,609.9,0.2,Central,Direct
ORD000179,2023-05-22,CUS00175,PRD0049,43,387.92,0.05,Central,Online
ORD000180,2022-06-09,CUS00145,PRD0034,46,219.98,0.1,North,Online
ORD000181,2025-01-04,CUS00039,PRD0036,13,787.09,0.2,South,Wholesale
ORD000182,2025-04-09,CUS00126,PRD0034,44,219.19,0.05,North,Direct
ORD000183,2024-07-24,CUS00145,PRD0004,33,456.58,0.15,North,Direct
ORD000184,2024-03-21,CUS00066,PRD0044,47,321.27,0,North,Retail
ORD000185,2025-12-05,CUS00017,PRD0038,28,601.9,0.1,Central,Online
ORD000186,2023-08-11,CUS00105,PRD0005,31,283.24,0,South,Retail
ORD000187,2024-02-06,CUS00098,PRD0050,47,203.07,0.15,West,Direct
ORD000188,2022-09-30,CUS00168,PRD0025,43,494.48,0.2,East,Online
ORD000189,2022-09-18,CUS00187,PRD0012,26,881.11,0.2,South,Online
ORD000190,2025-10-11,CUS00185,PRD0049,20,251.2,0.15,Central,Direct
ORD000191,2024-08-01,CUS00089,PRD0035,15,621.84,0.05,South,Wholesale
ORD000192,2022-03-07,CUS00170,PRD0013,47,1191.61,0,West,Online
ORD000193,2022-03-10,CUS00115,PRD0016,7,395.45,0.2,Central,Online
ORD000194,2023-04-25,CUS00139,PRD0016,26,582.63,0.15,South,Online
ORD000195,2025-03-25,CUS00082,PRD0009,19,563.64,0.05,Central,Wholesale
ORD000196,2023-03-29,CUS00106,PRD0016,10,428.96,0.2,East,Wholesale
ORD000197,2025-07-06,CUS00174,PRD0004,38,490.84,0.05,West,Direct
ORD000198,2024-12-10,CUS00082,PRD0004,42,628.68,0.15,West,Direct
ORD000199,2024-08-27,CUS00062,PRD0010,12,773.77,0.2,South,Wholesale
ORD000200,2025-02-25,CUS00106,PRD0046,30,545.89,0,West,Retail
ORD000201,2025-08-17,CUS00021,PRD0025,14,574.62,0.1,West,Wholesale
ORD000202,2023-07-04,CUS00097,PRD0006,13,721.76,0,Central,Online
ORD000203,2025-10-07,CUS00144,PRD0005,49,164.86,0.2,South,Direct
ORD000204,2022-02-01,CUS00055,PRD0014,22,332.3,0.1,South,Online
ORD000205,2025-11-25,CUS00155,PRD0048,31,521.13,0.05,South,Direct
ORD000206,2024-02-19,CUS00120,PRD0016,50,516.63,0.1,Central,Wholesale
ORD000207,2024-08-12,CUS00026,PRD0020,33,168.54,0.15,West,Wholesale
ORD000208,2025-02-26,CUS00057,PRD0014,27,239.84,0,South,Online
ORD000209,2024-05-05,CUS00076,PRD0017,38,-99.99,0.2,South,Retail
ORD000210,2024-10-19,CUS00141,PRD0022,37,204.05,0.05,East,Wholesale
ORD000211,2024-08-01,CUS00044,PRD0049,47,463.37,0.15,East,Retail
ORD000212,2025-01-15,CUS00165,PRD0009,32,649.13,0.05,North,Online
ORD000213,2022-01-14,CUS00106,PRD0005,43,277.17,0,South,Retail
ORD000214,2024-11-01,CUS00117,PRD0005,1,241.86,0.05,East,Online
ORD000215,2025-09-12,CUS00125,PRD0040,40,131.69,0.15,North,Online
ORD000216,2024-12-20,CUS00185,PRD0035,1,704.15,0,East,Wholesale
ORD000217,2023-01-03,CUS00028,PRD0002,45,684.73,0.15,North,Retail
ORD000218,2023-12-27,CUS00069,PRD0016,34,390.5,0.1,West,Online
ORD000219,2023-05-14,CUS00179,PRD0024,30,1220.31,0.2,South,Wholesale
ORD000220,2022-07-11,CUS00104,PRD0044,6,325.2,0,West,Direct
ORD000221,2025-12-10,CUS00044,PRD0036,41,603.08,0,North,Direct
ORD000222,2022-07-15,CUS00136,PRD0028,22,696.6,0.2,North,Retail
ORD000223,2024-08-31,CUS00070,PRD0014,45,338.2,0.2,North,Online
ORD000224,2025-09-09,CUS00009,PRD0044,35,343.31,0.2,South,Wholesale
ORD000225,2025-12-30,CUS00102,PRD0002,38,905.36,0.05,North,Wholesale
ORD000226,2025-10-18,CUS00139,PRD0011,37,803.34,0.15,East,Direct
ORD000227,2024-10-22,CUS00191,PRD0049,45,441.63,0,East,Online
ORD000228,2025-05-24,CUS00197,PRD0007,5,252.06,0.1,Central,Direct
ORD000229,2024-07-11,CUS00126,PRD0050,41,162.17,0.1,South,Wholesale
ORD000230,2025-10-24,CUS00150,PRD0036,28,803.58,0.05,West,Online
ORD000231,2022-06-18,CUS00069,PRD0050,16,200.1,0,South,Direct
ORD000232,2023-10-11,CUS00093,PRD0046,10,872.95,0.15,North,Online
ORD000233,2023-07-07,CUS00027,PRD0001,29,902.59,0.1,South,Online
ORD000234,2024-11-15,CUS00105,PRD0012,36,622.71,0.2,North,Online
ORD000235,2025-05-09,CUS00084,PRD0006,6,631.85,0.2,West,Online
ORD000236,2025-02-19,CUS00063,PRD0019,50,701.26,0,Central,Retail
ORD000237,2023-09-09,CUS00069,PRD0044,9,242.12,0.1,West,Retail
ORD000238,2023-09-06,CUS00124,PRD0005,18,161.75,0.15,North,Wholesale
ORD000239,2025-05-01,CUS00158,PRD0017,47,468.09,0.15,South,Direct
ORD000240,2023-11-12,CUS00159,PRD0007,1,196.17,0.15,West,Wholesale
ORD000241,2022-10-06,CUS00077,PRD0029,42,98.47,0.2,East,Retail
ORD000242,2023-08-20,CUS00189,PRD0031,26,701.13,0.1,West,Retail
ORD000243,,CUS00145,PRD0021,26,556.38,0.1,South,Retail
ORD000244,2025-12-21,CUS00054,PRD0044,2,313.97,0.15,West,Wholesale
ORD000245,2022-10-13,CUS00163,PRD0045,27,468.31,0.15,East,Retail
ORD000246,2024-02-12,CUS00019,PRD0017,46,396.51,0.15,West,Direct
ORD000247,2025-01-18,CUS00010,PRD0038,33,799.96,0.15,East,Online
ORD000248,2022-12-07,CUS00166,PRD0007,43,313.56,0.1,Central,Online
ORD000249,2023-11-11,CUS00111,PRD0037,44,659.83,0.15,North,Online
ORD000250,2025-02-16,CUS00149,PRD0007,33,219.01,0.2,Central,Retail
ORD000251,2025-11-15,CUS00129,PRD0029,30,101.55,0.2,South,Wholesale
ORD000252,2022-06-25,CUS00030,PRD0002,19,675.39,0.15,South,Wholesale
ORD000253,2024-09-16,CUS00090,PRD0020,14,180.14,0.2,West,Online
ORD000254,2022-05-18,CUS00077,PRD0029,29,128.79,0.1,North,Online
ORD000255,2025-10-18,CUS00043,PRD0002,42,851.42,0,South,Retail
ORD000256,2024-08-04,CUS00060,PRD0036,36,466.92,0.15,West,Retail
ORD000257,2022-03-01,CUS00189,PRD0012,28,719.06,0.15,Central,Retail
ORD000258,2025-12-14,CUS00055,PRD0029,25,118.63,0,South,Wholesale
ORD000259,2022-07-28,CUS00138,PRD0049,5,432.07,0.2,South,Wholesale
ORD000260,2025-10-05,CUS00126,PRD0021,8,479.73,0.1,Central,Wholesale
ORD000261,2022-08-22,CUS00090,PRD0039,26,848.52,0.2,East,Direct
ORD000262,2025-06-12,CUS00152,PRD0040,44,92.44,0.1,North,Retail
ORD000263,2023-01-10,CUS00096,PRD0021,20,445.8,0,South,Direct
ORD000264,2024-05-16,CUS00048,PRD0027,37,383.02,0.15,West,Retail
ORD000265,2023-01-19,CUS00081,PRD0036,19,469.82,0.05,West,Online
ORD000266,2023-02-04,CUS00099,PRD0023,32,1095.41,0.05,Central,Direct
ORD000267,2024-09-27,CUS00043,PRD0027,27,405.27,0.15,North,Online
ORD000268,2023-04-06,CUS00138,PRD0049,3,303.73,0.1,East,Retail
ORD000269,2025-01-30,CUS00131,PRD0050,48,179.16,0.15,North,Online
ORD000270,2022-03-27,CUS00195,PRD0018,24,932.09,0.2,West,Retail
ORD000271,2023-09-02,CUS00009,PRD0028,42,455.59,0.05,West,Wholesale
ORD000272,2022-08-29,CUS00199,PRD0023,6,1043.04,0.15,South,Retail
ORD000273,2025-07-19,CUS00110,PRD0048,23,409.56,0.2,South,Retail
ORD000274,2023-12-20,CUS00137,PRD0014,4,321.93,0.2,East,Retail
ORD000275,2025-03-18,CUS00069,PRD0021,19,814.61,0.1,Central,Online
ORD000276,2023-07-22,CUS00168,PRD0009,27,744.9,0,South,Retail
ORD000277,2025-10-16,CUS00101,PRD0016,21,374.5,0.05,West,Retail
ORD000278,2024-02-08,CUS00116,PRD0037,41,538.29,0.15,North,Online
ORD000279,2024-07-20,CUS00125,PRD0026,18,742.66,0.1,East,Online
ORD000280,2025-07-24,CUS00171,PRD0050,6,229.76,0.15,East,Online
ORD000281,2024-10-10,CUS00069,PRD0035,28,630.65,0.05,East,Wholesale
ORD000282,2024-09-20,CUS00088,PRD0022,9,260.19,0.2,North,Online
ORD000283,2022-09-12,CUS00041,PRD0007,30,287.1,0,West,Direct
ORD000284,2025-11-11,CUS00034,PRD0001,28,926.23,0.05,East,Retail
ORD000285,2022-06-18,CUS00096,PRD0018,24,557.88,0.1,South,Online
ORD000286,2024-05-29,CUS00168,PRD0026,47,799.44,0.05,North,Online
ORD000287,2025-04-30,CUS00058,PRD0001,5,549.71,0.05,Central,Direct
ORD000288,2024-05-14,CUS00178,PRD0001,22,450.38,0,South,Direct
ORD000289,2022-07-31,CUS00081,PRD0005,6,170.91,0,East,Wholesale
ORD000290,2025-08-06,CUS00174,PRD0009,49,515.78,0.05,South,Online
ORD000291,2024-06-20,CUS00090,PRD0034,40,238.69,0.05,South,Retail
ORD000292,2022-06-27,CUS00026,PRD0027,29,387.97,0.05,South,Online
ORD000293,2023-10-07,CUS00036,PRD0038,23,998.88,0.15,South,Wholesale
ORD000294,2025-05-13,CUS00185,PRD0042,36,-99.99,0.2,Central,Wholesale
ORD000295,2023-02-25,CUS00133,PRD0050,2,241.98,0.1,Central,Retail
ORD000296,2023-05-06,CUS00127,PRD0048,42,356.38,0,West,Online
ORD000297,2024-12-17,CUS00004,PRD0016,39,498.24,0,East,Wholesale
ORD000298,2024-01-19,CUS00140,PRD0009,37,517.41,0.15,South,Direct
ORD000299,2022-01-29,CUS00068,PRD0050,38,129.28,0,South,Online
ORD000300,2023-08-10,CUS00161,PRD0004,26,620.85,0.2,Central,Direct
ORD000301,2025-01-06,CUS00158,PRD0028,6,721.88,0.2,South,Wholesale
ORD000302,2022-11-15,CUS00138,PRD0006,33,610.07,0.05,East,Direct
ORD000303,2023-09-28,CUS00179,PRD0038,42,941.05,0,West,Retail
ORD000304,2024-07-17,CUS00157,PRD0004,28,387.27,0,Central,Online
ORD000305,2022-09-02,CUS00004,PRD0020,43,226.09,0.05,South,Online
ORD000306,2024-11-25,CUS00185,PRD0011,23,766.85,0.2,East,Retail
ORD000307,2022-08-30,CUS00198,PRD0024,50,680.7,0.1,North,Wholesale
ORD000308,2025-12-29,CUS00148,PRD0028,5,530.92,0.1,North,Direct
ORD000309,2025-03-06,CUS00043,PRD0030,4,12.32,0.15,East,Retail
ORD000310,2023-04-13,CUS00190,PRD0017,37,425.25,0,Central,Online
ORD000311,2022-04-05,CUS00121,PRD0003,1,48.02,0.05,East,Direct
ORD000312,2025-09-04,CUS00108,PRD0010,3,697.26,0.2,South,Wholesale
ORD000313,2023-07-10,CUS00020,PRD0016,47,469.06,0.1,Central,Wholesale
ORD000314,2023-04-03,CUS00133,PRD0008,4,94.32,0.05,North,Direct
ORD000315,2023-11-02,CUS00023,PRD0005,19,267.05,0.1,Central,Direct
ORD000316,2023-09-15,CUS00190,PRD0001,19,624.93,0.2,Central,Retail
ORD000317,2025-01-24,CUS00195,PRD0030,32,11.1,0.05,South,Retail
ORD000318,2025-01-14,CUS00089,PRD0001,2,897.48,0.05,North,Wholesale
ORD000319,2022-08-01,CUS00053,PRD0001,25,813.57,0.1,Central,Retail
ORD000320,2025-12-28,CUS00072,PRD0027,4,356.71,0.05,North,Online
ORD000321,2025-12-06,CUS00096,PRD0015,34,428.0,0.15,West,Online
ORD000322,2022-06-03,CUS00152,PRD0038,9,615.52,0.15,Central,Online
ORD000323,,CUS00067,PRD0028,9,704.39,0.05,East,Direct
ORD000324,2024-07-16,CUS00070,PRD0045,21,828.31,0.1,South,Online
ORD000325,2022-08-12,CUS00040,PRD0013,50,678.39,0.2,North,Retail
ORD000326,,CUS00092,PRD0029,27,108.75,0,South,Direct
ORD000327,2022-11-19,CUS00176,PRD0020,8,197.25,0,East,Online
ORD000328,2022-07-06,CUS00183,PRD0014,21,326.08,0.05,South,Wholesale
ORD000329,2023-06-17,CUS00045,PRD0026,44,741.55,0.1,North,Direct
ORD000330,2022-07-13,CUS00119,PRD0029,36,115.79,0.05,North,Retail
ORD000331,2022-09-25,CUS00051,PRD0008,50,61.88,0.05,West,Wholesale
ORD000332,2025-04-07,CUS00151,PRD0044,42,288.47,0,East,Online
ORD000333,2022-09-21,CUS00024,PRD0002,13,922.51,0.15,East,Online
ORD000334,2025-03-21,CUS00111,PRD0003,4,50.27,0.05,West,Direct
ORD000335,2023-12-26,CUS00055,PRD0002,28,627.33,0.05,South,Wholesale
ORD000336,2025-06-11,CUS00159,PRD0018,10,751.46,0,Central,Retail
ORD000337,2024-09-08,CUS00016,PRD0042,27,13.56,0.2,North,Wholesale
ORD000338,2023-05-26,CUS00162,PRD0025,13,522.57,0.2,Central,Online
ORD000339,2025-01-20,CUS00125,PRD0025,23,840.29,0.15,East,Wholesale
